busId,timestamp,latitude,longitude,speed
BUS01,2025-04-17T08:00:00,37.38559951097202,-5.987303570867344,27.38187971553312
BUS01,2025-04-17T08:01:00,37.38618607576864,-5.9886722639988585,34.82280416557607
BUS01,2025-04-17T08:02:00,37.386706163090615,-5.989163651364095,27.820305700768234
BUS01,2025-04-17T08:03:00,37.38242034206857,-5.982783228509063,31.27826762101651
BUS01,2025-04-17T08:04:00,37.386400944152435,-5.9899818388453125,24.27519079268187
BUS01,2025-04-17T08:05:00,37.38182357108812,-5.985099507387864,0.0
BUS01,2025-04-17T08:06:00,37.38985984116907,-5.980782164996075,49.07667669094734
BUS01,2025-04-17T08:07:00,37.3882122396943,-5.981225102044103,22.36153093423407
BUS01,2025-04-17T08:08:00,37.38316160341592,-5.984067066211141,49.425528975265586
BUS01,2025-04-17T08:09:00,37.38223452919269,-5.9813901998166275,49.02228138717364
BUS01,2025-04-17T08:10:00,37.387254293188214,-5.980284367662016,33.16651192781548
BUS01,2025-04-17T08:11:00,37.383374960657086,-5.98682979260611,41.94373487813737
BUS01,2025-04-17T08:12:00,37.3834591077978,-5.989027189509677,25.37419014383412
BUS01,2025-04-17T08:13:00,37.38916596075086,-5.988752979110004,26.130839396735354
BUS01,2025-04-17T08:14:00,37.38337584258779,-5.986426153815922,18.74348590846391
BUS01,2025-04-17T08:15:00,37.385261838092056,-5.983051538548493,0.0
BUS01,2025-04-17T08:16:00,37.38165925722346,-5.98314398447823,46.24626123471425
BUS01,2025-04-17T08:17:00,37.38868699819532,-5.984725789033069,17.35551097487862
BUS01,2025-04-17T08:18:00,37.38430679142825,-5.981185950842198,40.61640290816904
BUS01,2025-04-17T08:19:00,37.38401258446151,-5.982116553623009,48.480307983125826
BUS01,2025-04-17T08:20:00,37.386517182781695,-5.985823379096146,12.311009618073019
BUS01,2025-04-17T08:21:00,37.387672619518185,-5.9884300782255355,40.81154224566037
BUS01,2025-04-17T08:22:00,37.388246954092274,-5.98925058800613,32.890836590337194
BUS01,2025-04-17T08:23:00,37.38129940128048,-5.981015135660933,13.556117939168168
BUS01,2025-04-17T08:24:00,37.38692662356062,-5.985148372716057,18.3707362914004
BUS01,2025-04-17T08:25:00,37.388504389736255,-5.987466605664808,0.0
BUS01,2025-04-17T08:26:00,37.38173870732359,-5.987631007593237,27.98697385428152
BUS01,2025-04-17T08:27:00,37.38658988357868,-5.985237220897169,31.49463521445766
BUS01,2025-04-17T08:28:00,37.38296179914567,-5.980661436422081,35.86458125529417
BUS01,2025-04-17T08:29:00,37.381351932780895,-5.982169712083755,17.767727557067303
BUS01,2025-04-17T08:30:00,37.38042459811807,-5.986014813849967,20.970914820757436
BUS01,2025-04-17T08:31:00,37.388498434035974,-5.981627417974824,29.295474258383592
BUS01,2025-04-17T08:32:00,37.383584866466535,-5.98236913412187,26.1127990330571
BUS01,2025-04-17T08:33:00,37.38379923031789,-5.98589589842524,38.5802372192502
BUS01,2025-04-17T08:34:00,37.380363812129126,-5.987749761990705,28.050738529185413
BUS01,2025-04-17T08:35:00,37.38841704523685,-5.986725798222503,0.0
BUS01,2025-04-17T08:36:00,37.385057959576905,-5.982030058596969,33.4161177347502
BUS01,2025-04-17T08:37:00,37.38891773776873,-5.984544038397408,29.533775181054693
BUS01,2025-04-17T08:38:00,37.38656857898362,-5.98970190450057,21.2527248216781
BUS01,2025-04-17T08:39:00,37.389172947038354,-5.988513444741242,36.69692232027099
BUS01,2025-04-17T08:40:00,37.38520233142292,-5.981918039244178,31.76384429325212
BUS01,2025-04-17T08:41:00,37.385163698475196,-5.984588537137311,27.40248880936182
BUS01,2025-04-17T08:42:00,37.38949384742295,-5.9866442124413135,48.207173373181206
BUS01,2025-04-17T08:43:00,37.38295475619174,-5.987597004359006,29.578925814702067
BUS01,2025-04-17T08:44:00,37.388188128480934,-5.989445935724276,17.693425621993626
BUS01,2025-04-17T08:45:00,37.384689925863206,-5.986553228170242,0.0
